id,Completed,Last page seen,Start language,0,Course type,Course name,1.1.1 [Other],1.1.2,1.1.2 [Other],Graduated,Start year,Finish year,1.4.1 [University 1] Name,1.4.1 [University 2] Name,1.4.1 [University 3] Name,Nationality,Other nationality,Second nationality,Age,Gender,2.1.4 [Housing],2.1.4 [Visa/Residence Permit],2.1.4 [Banking],2.1.4 [Language Courses],2.1.4 [Health/Insurance],2.1.4 [Recreation],2.1.4 [Issues related to your family and their relocation],2.1.4 [Estimation of living expenses],2.1.4 [Local Transportation],2.1.5 [Housing],2.1.5 [Visa/Residence Permit],2.1.5 [Banking],2.1.5 [Language Courses],2.1.5 [Health/Insurance],2.1.5 [Recreation],2.1.5 [Issues related to your family and their relocation],2.1.5 [Estimation of living expenses],2.1.5 [Local Transportation],2.1.6 [Housing],2.1.6 [Visa/Residence Permit],2.1.6 [Banking],2.1.6 [Language Courses],2.1.6 [Health/Insurance],2.1.6 [Recreation],2.1.6 [Issues related to your family and their relocation],2.1.6 [Estimation of living expenses],2.1.6 [Local Transportation],2.2.4 [Enrolling in classes ],2.2.4 [Performance Reqs.],2.2.4 [Standards of Behaviour],2.2.4 [Evaluation Methods and Timetable],2.2.4 [Course Content],2.2.4 [Fieldwork],2.2.5 [Enrolling in classes ],2.2.5 [Performance Reqs.],2.2.5 [Standards of Behaviour],2.2.5 [Evaluation Methods and Timetable],2.2.5 [Course Content],2.2.5 [Fieldwork],2.2.6 [Enrolling in classes ],2.2.6 [Performance Reqs.],2.2.6 [Standards of Behaviour],2.2.6 [Evaluation Methods and Timetable],2.2.6 [Course Content],2.2.6 [Fieldwork],2.3.1 [Faculty],2.3.1 [Course administrators],2.3.1 [University resources],2.3.1 [International Student Office],2.3.1 [Student Associations],2.3.1 [Other Students],2.3.2 [Faculty],2.3.2 [Course administrators],2.3.2 [University resources],2.3.2 [International Student Office],2.3.2 [Student Associations],2.3.2 [Other Students],2.3.3 [Faculty],2.3.3 [Course administrators],2.3.3 [University resources],2.3.3 [International Student Office],2.3.3 [Student Associations],2.3.3 [Other Students],2.5.1 [University 1],2.5.1 [University 2],2.5.1 [University 3],2.5.2. How could your orientation and integration experience (either professional or personal) have been improved in any way?,3.1 [I could approach my course coordinator with questions or problems related to my studies and mobility experience.],3.1 [My course coordinator referred me to appropriate university administrative resources as needed.],3.1 [I felt confident that my course coordinator would follow up on any unresolved administrative issues or questions after addressing these with him/her.],4.1.1. Formalized feedback system: All universities combined,4.1.2. Formalized feedback system: Consortium,4.2.1 [Quality of the courses provided  ],4.2.1 [Quality of the services offered],4.2.2 [Quality of the courses provided  ],4.2.2 [Quality of the services offered],4.2.3 [Quality of the courses provided  ],4.2.3 [Quality of the services offered],4.3. Describe course feedback channels,4.5. Procedure for raising issues with the entire consortium,4.6. Consortium implementing recommendaions given by students,4.6 - Comment,4.7. Recommendation to improve feedback channels,5.1.1 [Academic Support],5.1.1 [Administrative Support],5.1.2 [Academic Support],5.1.2 [Administrative Support],5.1.3 [Academic Support],5.1.3 [Administrative Support],5.2 [My lecturers provided me enough time for individual consultations.],5.2 [My lecturers were available by email and responded in a timely manner.],5.2 [My supervisor provided valuable advice during my thesis work.],5.2 [Standby professors were available for consultation if the lead supervisor was unavailable.],6.1. Awareness over te existance of EMA,6.2. Awareness over the possibility of each course to elect an EMA course representative,6.3. Most important issue to be addressed by course representative,7.1. Three most important aspects of student experience that could be improved,7.2. Additional comments and suggestions,8.1. Overall academic quality,8.2. Overall balance of course workload,8.3. Consistency of assessment,8.4. Quality of internship,8.5. Use of innovative technologies,8.6. Understanding the state of the art of your discipline,8.7. Balance of academic mobility path in relation to academic needs,9.1. Achievement beyond expectations,"9.2. Provision of certificates, transcripts etc",9.3. Enhancement of employment,9.4. Information about degree and certificates,9.5. Provision of soft skills,9.6. Provision of monthly allowance
2626,1980-01-01 00:00:00,13,en,121082MUSA,Master course,"AFEPA - European Master in Agricultural, Food and Environmental Policy Analysis",,,,Yes,10,12,Swedish University of Agricultural Sciences,University of Bonn,,Turkish,,,31,Male,Good,Good,Very inadequate,Good,Good,Good,Good,Very inadequate,Adequate,Good,Excellent,Excellent,Inadequate,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Inadequate,Excellent,Excellent,Excellent,Excellent,Excellent,Inadequate,,,,,,,Excellent,Adequate,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Adequate,Adequate,Excellent,,,,,,,Excellent,Good,,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Somewhat (weak or unclear systems),Yes,Yes,Yes,Yes,,,Strong,,Yes,,,Good,Excellent,Good,Excellent,,,Agree,Neutral,Strongly disagree,Strongly disagree,Yes,Yes,Post study employment opportunities,Field work Individualized alumni networking Housing standards in the summer school,,Good,Good,Good,Very inadequate,Adequate,Good,Good,Adequate,Adequate,No answer,Inadequate,Excellent,Excellent
2772,1980-01-01 00:00:00,13,en,130187DULE,Master course,"AFEPA - European Master in Agricultural, Food and Environmental Policy Analysis",,,,No,12,14,Swedish University of Agricultural Sciences,University of Bonn,,Vietnamese,,,26,Female,Excellent,Good,Good,Good,Good,Good,,Excellent,Good,Good,Good,Adequate,Excellent,Adequate,Good,,Good,Excellent,,,,,,,,,,Excellent,Excellent,Excellent,Good,Good,,Good,Good,Good,Good,Good,Good,,,,,,,Excellent,Excellent,Excellent,Excellent,Adequate,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,,,,,,,Good,Excellent,,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,,,Strong,Talk with Programme Coordinator or Student Representatives,Yes,,,Excellent,Excellent,Excellent,Excellent,,,Strongly agree,Strongly agree,,,Yes,Yes,,,,Excellent,Excellent,Good,No answer,Excellent,Good,Excellent,,,,Excellent,Excellent,Good
2615,1980-01-01 00:00:00,13,en,130791BrEd,Master course,"AFEPA - European Master in Agricultural, Food and Environmental Policy Analysis",,,,No,13,15,Swedish University of Agricultural Sciences,,,Australian,,,22,Female,Good,Good,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Good,,,,,,,,,,,,,,,,,,,Good,Adequate,Excellent,Good,Good,,,,,,,,,,,,,,Inadequate,Good,Good,Good,Adequate,Adequate,,,,,,,,,,,,,Excellent,,,A clear directory of who is who in the economics department and what kind of work they do would have be useful.,Strongly agree,Strongly agree,Strongly agree,I am not sure,I am not sure,No,No,,,,,I am not sure,Talk to EM supervisor at current university.,Yes,Yes they definitely have,,Good,Good,,,,,Agree,Agree,,,Yes,Yes,Issues each of the other students in the programme might have that are important enough that the representative needs to address the cosortimum on behalf of everyone,We need a newer updated programme handbook as ours is very old and courses don't match exactly back to 2009. I also very badly need the travel money part of my schoalarship to book flights and the money has still not come through (nor have living expenses for this month which should have been 2 days ago and my rent is due).,,Good,Good,No answer,No answer,No answer,No answer,No answer,,,,Good,Excellent,Very inadequate
2026,1980-01-01 00:00:00,13,en,140686DABO,Master course,"AFEPA - European Master in Agricultural, Food and Environmental Policy Analysis",,,,Yes,11,13,University of Bonn,Corvinus University of Budapest,,Ghanaian,,,27,Male,Good,Excellent,Excellent,Good,Excellent,Adequate,,Adequate,Good,Good,Good,Excellent,Excellent,Adequate,Excellent,Adequate,Good,Good,,,,,,,,,,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,,,,,,,Good,Excellent,Excellent,Adequate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,,,,,,Good,Excellent,,,Strongly agree,Agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,,,Very strong,Usually through the course coordinators at the respective Universities,Yes,,,Excellent,Good,Excellent,Excellent,,,Strongly agree,Strongly agree,Strongly agree,Agree,Yes,Yes,It depends on the pressing needs of the group he/she represents,,,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good
905,1980-01-01 00:00:00,13,en,150481MAMO,Master course,"AFEPA - European Master in Agricultural, Food and Environmental Policy Analysis",,,,Yes,10,12,Catholic University of Louvain,Technical University of Catalonia,,Eritrean,,,32,Male,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,,Excellent,Excellent,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Excellent,Excellent,,JUST KEEP IT UP,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,,,Adequate,Through the program coordinator or the representative of the student or the social media (AFEPA facebook),Yes,,,Excellent,Excellent,Excellent,Excellent,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,"should be a bridge between the two,",Name of the diploma in UCL On time submission of the diploma,,Excellent,Excellent,Excellent,No answer,Excellent,Excellent,Excellent,Excellent,Very inadequate,Good,Good,Excellent,Excellent
2478,1980-01-01 00:00:00,13,en,161190TIMA,Master course,"AFEPA - European Master in Agricultural, Food and Environmental Policy Analysis",,,,No,12,14,University of Bonn,Technical University of Catalonia,,Hungarian,,,22,Male,Good,Good,Good,Good,Adequate,Good,Good,Good,Excellent,Good,Good,Good,Good,Adequate,Excellent,Good,Good,Good,,,,,,,,,,Good,Good,Excellent,Excellent,Excellent,Excellent,Adequate,Good,Excellent,Excellent,Excellent,Excellent,,,,,,,Excellent,Excellent,Excellent,Adequate,Good,Good,Excellent,Adequate,Excellent,Good,Excellent,Excellent,,,,,,,Good,Good,,"It was just good! Not too much, and not even nothing. So it was good considering both Universities.",Strongly agree,Strongly agree,Strongly agree,"No, none of the universities",No,Yes,Yes,Yes,Yes,,,Strong,She would find her way easily. We have e-mail connections to everyone. The coordinators are doing good job. There is nothing to worry about. We can strongly feel that they are for us.,Yes,"I am saying, that the AFEPA is very well organised!",No need for that! It is sometimes more than enough!,Excellent,Good,Excellent,Good,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Our Program sent Janina Grabs to the meeting to Barcelona. She did a good job! She informed us very correctly!,"I dont know. I like the environment, everything is just fine. There is nothing to complain about. Or getting improved rapidly, because I think everything is just fine.","I think this program is well structure and has meaningful existance. I like the idea to mix european students with other students of the world, because there are hell of a lot things to know about each other, and I think with all these experiences we are becoming better and more understanding people.",Excellent,Excellent,Good,Good,Excellent,Good,Excellent,,,,Excellent,Good,Inadequate
1536,1980-01-01 00:00:00,13,en,170489ruwu,Master course,"AFEPA - European Master in Agricultural, Food and Environmental Policy Analysis",,,,Yes,11,13,University of Bonn,Swedish University of Agricultural Sciences,,Chinese,,,24,Male,Excellent,Excellent,Excellent,Good,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,,Excellent,Excellent,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Excellent,Excellent,,"I have had two very quelified and enjoyful years within the EM programme, and it has finely equiped me with the abilities to obtain a PhD in Economics position at University of Cambridge, to which I am genuinely greatful.",Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,,,Very strong,One may talk to the course coordinator directly or through the student representative elected by the students.,Yes,The opinions from students were considered and balanced well by the universities I attended in the EM programme.,I think the current system my AFEPA program works rather well.,Excellent,Excellent,Excellent,Excellent,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,"I think it should be to convey the academic and professional opportunities that are available to students in the programme, and the feedbacks from them to the EU Commission in charge of the program.","The accomodation of the second summer school in Budapest; The support during movings from the first year university to the second one; Maybe the scholarship can be granted at a fixed rate when the student is not in the Euro zone, such as my situation when I was in Sweden, so that the fluctuation in the currency exchange market would not affect the students living standard.","AFEPA is a great programme, and I would strongly recommend it to my younger school mates and friends.",Excellent,Excellent,Excellent,No answer,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent
1789,1980-01-01 00:00:00,13,en,170888lili,Master course,"AFEPA - European Master in Agricultural, Food and Environmental Policy Analysis",,,,Yes,10,12,University of Bonn,Swedish University of Agricultural Sciences,,Chinese,,,25,Female,Excellent,Excellent,Excellent,Adequate,,Excellent,,Excellent,Excellent,Good,Good,Good,Good,,Good,,Adequate,Adequate,,,,,,,,,,Good,Good,Good,Good,Good,Good,Excellent,Good,Good,Good,Excellent,Good,,,,,,,Good,Good,Excellent,Good,Good,Good,Excellent,Excellent,Good,Good,Good,Good,,,,,,,Excellent,Excellent,,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,,,Strong,,Yes,,,Good,Good,Excellent,Excellent,,,Strongly agree,Strongly agree,Strongly agree,Agree,Yes,Yes,the voice and welfare of students,,,Excellent,Excellent,Excellent,No answer,Good,Good,Excellent,Excellent,Adequate,Good,Good,Good,Good
1669,1980-01-01 00:00:00,13,en,171186MISU,Master course,"AFEPA - European Master in Agricultural, Food and Environmental Policy Analysis",,,,No,12,14,University of Bonn,Swedish University of Agricultural Sciences,,Chinese,,,26,Female,Good,Good,Adequate,Excellent,Excellent,Good,Adequate,Good,Excellent,Excellent,Excellent,Excellent,Adequate,Excellent,Excellent,Excellent,Good,Adequate,,,,,,,,,,Excellent,Good,Adequate,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Inadequate,,,,,,,Inadequate,Excellent,Inadequate,Adequate,Inadequate,Adequate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Good,Excellent,,Strengthen the connections between graduated students and admitted students.,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Somewhat (weak or unclear systems),Yes,No,,,,,Adequate,She or he could talk to our program representative or to the coordinator directly.,Yes,,,Excellent,Excellent,Excellent,Excellent,,,Strongly agree,Strongly agree,Strongly agree,,Yes,Yes,Collecting students' ideas on how to improve the course structure between different universities.,Career planning for current students; possibility of establishing individual projects funded by the program,"I enjoyed very much my first year of master, and now I feel even better when I arrived in my second-year university. In our program we have summer school every year which is a crucial opportunity for students to meet up, talk, think together and build up friendships. I do hope we will have more and more students admitted to our program and enforce the connections and professional communications.",Excellent,Good,Good,Inadequate,Adequate,Adequate,Excellent,,,,Inadequate,Good,Excellent
731,1980-01-01 00:00:00,13,en,190184anah,Master course,"AFEPA - European Master in Agricultural, Food and Environmental Policy Analysis",,,,No,12,14,University of Bonn,Catholic University of Louvain,,Ghanaian,,,29,Male,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Excellent,Excellent,,All the strucutres in place are ok and should continue,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,,,Very strong,He or she can notify the coordinator in his or her university who will then forward it to the AFEPA coordinnator OR he or she can contact the general secretary of the consortium and he would bring it to the attention of the AFEPA coordinator and it would be addressed,Yes,Opinions given by students are always respected and hence taken into consideration,,Excellent,Excellent,Excellent,Excellent,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,,1. the health insurance- which doesn't take care of some issues or sicknesses,,Excellent,Excellent,Excellent,No answer,Excellent,Excellent,Excellent,,,,Excellent,Excellent,Excellent
