id,Completed,Last page seen,Start language,0,Course type,Course name,1.1.1 [Other],1.1.2,1.1.2 [Other],Graduated,Start year,Finish year,1.4.1 [University 1] Name,1.4.1 [University 2] Name,1.4.1 [University 3] Name,Nationality,Other nationality,Second nationality,Age,Gender,2.1.4 [Housing],2.1.4 [Visa/Residence Permit],2.1.4 [Banking],2.1.4 [Language Courses],2.1.4 [Health/Insurance],2.1.4 [Recreation],2.1.4 [Issues related to your family and their relocation],2.1.4 [Estimation of living expenses],2.1.4 [Local Transportation],2.1.5 [Housing],2.1.5 [Visa/Residence Permit],2.1.5 [Banking],2.1.5 [Language Courses],2.1.5 [Health/Insurance],2.1.5 [Recreation],2.1.5 [Issues related to your family and their relocation],2.1.5 [Estimation of living expenses],2.1.5 [Local Transportation],2.1.6 [Housing],2.1.6 [Visa/Residence Permit],2.1.6 [Banking],2.1.6 [Language Courses],2.1.6 [Health/Insurance],2.1.6 [Recreation],2.1.6 [Issues related to your family and their relocation],2.1.6 [Estimation of living expenses],2.1.6 [Local Transportation],2.2.4 [Enrolling in classes ],2.2.4 [Performance Reqs.],2.2.4 [Standards of Behaviour],2.2.4 [Evaluation Methods and Timetable],2.2.4 [Course Content],2.2.4 [Fieldwork],2.2.5 [Enrolling in classes ],2.2.5 [Performance Reqs.],2.2.5 [Standards of Behaviour],2.2.5 [Evaluation Methods and Timetable],2.2.5 [Course Content],2.2.5 [Fieldwork],2.2.6 [Enrolling in classes ],2.2.6 [Performance Reqs.],2.2.6 [Standards of Behaviour],2.2.6 [Evaluation Methods and Timetable],2.2.6 [Course Content],2.2.6 [Fieldwork],2.3.1 [Faculty],2.3.1 [Course administrators],2.3.1 [University resources],2.3.1 [International Student Office],2.3.1 [Student Associations],2.3.1 [Other Students],2.3.2 [Faculty],2.3.2 [Course administrators],2.3.2 [University resources],2.3.2 [International Student Office],2.3.2 [Student Associations],2.3.2 [Other Students],2.3.3 [Faculty],2.3.3 [Course administrators],2.3.3 [University resources],2.3.3 [International Student Office],2.3.3 [Student Associations],2.3.3 [Other Students],2.5.1 [University 1],2.5.1 [University 2],2.5.1 [University 3],2.5.2. How could your orientation and integration experience (either professional or personal) have been improved in any way?,3.1 [I could approach my course coordinator with questions or problems related to my studies and mobility experience.],3.1 [My course coordinator referred me to appropriate university administrative resources as needed.],3.1 [I felt confident that my course coordinator would follow up on any unresolved administrative issues or questions after addressing these with him/her.],4.1.1. Formalized feedback system: All universities combined,4.1.2. Formalized feedback system: Consortium,4.2.1 [Quality of the courses provided  ],4.2.1 [Quality of the services offered],4.2.2 [Quality of the courses provided  ],4.2.2 [Quality of the services offered],4.2.3 [Quality of the courses provided  ],4.2.3 [Quality of the services offered],4.3. Describe course feedback channels,4.5. Procedure for raising issues with the entire consortium,4.6. Consortium implementing recommendaions given by students,4.6 - Comment,4.7. Recommendation to improve feedback channels,5.1.1 [Academic Support],5.1.1 [Administrative Support],5.1.2 [Academic Support],5.1.2 [Administrative Support],5.1.3 [Academic Support],5.1.3 [Administrative Support],5.2 [My lecturers provided me enough time for individual consultations.],5.2 [My lecturers were available by email and responded in a timely manner.],5.2 [My supervisor provided valuable advice during my thesis work.],5.2 [Standby professors were available for consultation if the lead supervisor was unavailable.],6.1. Awareness over te existance of EMA,6.2. Awareness over the possibility of each course to elect an EMA course representative,6.3. Most important issue to be addressed by course representative,7.1. Three most important aspects of student experience that could be improved,7.2. Additional comments and suggestions,8.1. Overall academic quality,8.2. Overall balance of course workload,8.3. Consistency of assessment,8.4. Quality of internship,8.5. Use of innovative technologies,8.6. Understanding the state of the art of your discipline,8.7. Balance of academic mobility path in relation to academic needs,9.1. Achievement beyond expectations,"9.2. Provision of certificates, transcripts etc",9.3. Enhancement of employment,9.4. Information about degree and certificates,9.5. Provision of soft skills,9.6. Provision of monthly allowance
147,29221,13,en,220485LIMK,Master course,EMGS - Global Studies - A European Perspective,,,,,,,UNIVERSITY OF LEIPZIG,UNIVERSITY OF CALIFORNIA SANTA BARBERA,UNIVERSITY OF WROCLAW,,,,,,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Adequate,Adequate,Adequate,Adequate,Excellent,Good,Adequate,Good,Good,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good,Adequate,Adequate,Good,Adequate,Good,Adequate,Excellent,Excellent,Excellent,Excellent,Adequate,Good,"University of Leipzig is the best to provide information before the beginning of the course. Despite the fact that I really enjoyed my stay in UCSB (University 2) and the quality of courses, I have to admit that on the administrative level it lacks provision of information before arrival. It would be much helpful for future students, if the coordinators provide more information on housing, behavior and courses. In terms of courses, UCSB limited Erasmus students in the choice of subjects. In the University of Wroclaw the main gap was the lack of resources in English, luckily I speak Polish and it wasn't a problem for me, however, for other students it can be a bit problematic. Perhaps the introduction week was more successful for those who started studying from the winter semester, in case of students who arrived for the summer semester, it would be better to have another introduction with detailed information on courses.",Strongly agree,Strongly agree,Strongly agree,"Some do, other do not",I am not sure,Yes,Somewhat,Somewhat,No,Yes,Somewhat,Strong,Perhaps through the mailing list,Yes,The Consortium has always been very attentive to the opinion of all students and it tries to give solutions to any occurred issue within its competencies,"I believe students can always address their issues to the coordinators of universities or directly to the coordinator of the Consortium, but if the feedback improvement requires a more transparent platform (at the same time keeping the privacy), perhaps it would be advisable to create such a common platform where every issue, including the courses, internships, allocation in different universities or other professional and/or personal issue could be addressed or discussed.",Good,Excellent,Excellent,Adequate,Excellent,Good,Agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,"Common interests of students and unbiased approach of lecturers. The course representative being the one to represent the entire course has to care for everyone's opinion and present it to the course administration. And if possible, to initiate or maintain constant networking.",These two years have been one of the best experience in my life both in personal and professional aspects. I have gained so much knowledge and met so many people that   they will be inseparable part of me throughout my career and life. The only thing that I would suggest adding to the syllabus would be obligatory internship. And it would be much helpful if the coordinator could assist with finding one in a relevant field.,,Excellent,Excellent,Excellent,No answer,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Excellent,Excellent
3638,29221,13,en,230589SISC,Master course,EMGS - Global Studies - A European Perspective,,,,,,,UNIVERSITY OF LEIPZIG,UNIVERSITY OF VIENNA,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Excellent,Excellent,,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,,,Very strong,representative of consortium (staff) very approachable,Yes,,,Excellent,Excellent,Excellent,Excellent,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,Excellent,Excellent,Excellent
630,29221,13,en,230787DESU,Master course,EMGS - Global Studies - A European Perspective,,,,,,,UNIVERSITY OF VIENNA,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Excellent,Excellent,,"Actually, was perfect - wanted to thank guys both in Vienna and LSE for being extremely friendly and huge help.",Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,,,,,Very strong,"Contact some consortium representatives - either Konstanze Loeke (Leipzig) or somebody in the university you are assigned who works with consortium (e.g., Poldi and Markus in Vienna).",Yes,,Organize winter school for the second year of studies as well,Excellent,Excellent,Excellent,Excellent,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,,"PhD application assistance within the framework of Erasmus Mundus (i.e., opportunity to by enrolled to Erasmus doctorate programme on the basis of academic performance during Erasmus master). Organize meetings for the second-year students of consortium Increase amount of fellowships for new students",,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,Excellent,Excellent,Excellent
1608,29221,13,en,231087INDO,Master course,EMGS - Global Studies - A European Perspective,,,,,,,UNIVERSITY OF LEIPZIG,UNIVERSITY OF VIENNA,,,,,,,Excellent,Excellent,Adequate,,Excellent,Adequate,,Adequate,Good,Good,Excellent,Excellent,,Excellent,Good,,,Good,,,,,,,,,,Adequate,,,,Inadequate,,Good,,,,,Inadequate,,,,,,,Adequate,Excellent,Good,Good,Adequate,Adequate,Adequate,Excellent,Adequate,Excellent,Adequate,Inadequate,,,,,,,Excellent,Good,,,Agree,Agree,Agree,I am not sure,No,Yes,No,,,,,Adequate,This has never been addressed but I do not know of any issues that would need attention of the entire consortium as the universities operate individually.,No,"Feedback was always for specific universities, in this case the University of Leipzig did not implement recommendations.","At University of Leipzig when students give feedback the administration is extremely defensive, it would be an improvement if at least there was a pretence of listening without immediately being angry with students.",Adequate,Good,,Excellent,,,Neutral,Strongly disagree,,,Yes,Yes,How to make our programme more visible and our degree more valuable.,At University of Leipzig: 1) more clear and transparent communication between students and administration. 2) more inter-cultural awareness from administration and faculty. 3)timely responses to student queries especially the releasing of grades!,,Adequate,Inadequate,Adequate,No answer,No answer,Good,Adequate,,,,Very inadequate,No answer,No answer
2593,29221,13,en,250789SEVA,Master course,EMGS - Global Studies - A European Perspective,,,,,,,UNIVERSITY OF LEIPZIG,UNIVERSITY OF WROCLAW,,,,,,,Excellent,Excellent,Good,Very inadequate,Good,Good,,Good,Good,Inadequate,Excellent,Excellent,Good,Inadequate,Excellent,,Excellent,Adequate,,,,,,,,,,Excellent,Excellent,Excellent,Good,Adequate,Adequate,Excellent,Adequate,Adequate,Inadequate,Inadequate,Adequate,,,,,,,Good,Excellent,Excellent,Good,Good,Adequate,Good,Good,Adequate,Inadequate,Good,Adequate,,,,,,,,,,"More, with my personal attempts to engage in other language courses, student associations activities and also private parties that I have organized.",Strongly agree,Strongly agree,Strongly agree,Somewhat (weak or unclear systems),Somewhat (weak or unclear systems),Yes,No,Somewhat,No,,,Adequate,Via coordinator of each Erasmus Mundus consortium,Yes,They have had some attempts for the complaints they have received from the students.,An internet platform where all students can log in and share informations as well as leave feedback. (Moodle of Leipzig University can be an example),Adequate,Excellent,Adequate,Good,,,Agree,Agree,Strongly agree,Strongly agree,Yes,No,,"-Accomodation in Wroclaw. -Language course in Leipzig. -Integration activities with the local students. We were somehow very isolated from the local students and integration was problematic. For Leipzig this was the case. In Wroclaw, we integrated with many international student other than EMGS, but still not local students from Poland.",,Good,Good,Excellent,Very inadequate,Good,Good,Inadequate,Excellent,Good,Excellent,Adequate,Excellent,Adequate
976,29221,13,en,251088CHBU,Master course,EMGS - Global Studies - A European Perspective,,,,,,,UNIVERSITY OF VIENNA,ROSKILDE UNIVERSITY,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Inadequate,,Adequate,Adequate,Adequate,Inadequate,Adequate,Inadequate,Inadequate,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Adequate,Inadequate,Adequate,Adequate,Adequate,Good,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Good,,,,,,,Excellent,Adequate,,,Agree,Agree,Agree,"Yes, all universities do",Yes,Yes,Yes,No,No,,,Strong,,,,,Excellent,Excellent,Adequate,Adequate,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,,,,Excellent,Excellent,Adequate,Inadequate,Good,Good,Good,,,,Adequate,Excellent,Adequate
3696,29221,13,en,26/03/86 P,Master course,EMGS - Global Studies - A European Perspective,,,,,,,UNIVERSITY OF LEIPZIG,,,,,,,,Good,Good,Good,Good,Good,Excellent,Good,Good,Good,,,,,,,,,,,,,,,,,,,Good,Excellent,Excellent,Good,Excellent,Adequate,,,,,,,,,,,,,Excellent,Excellent,Good,Good,Good,Good,,,,,,,,,,,,,Excellent,,,-,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,,,,,Strong,Through the course organizer.,Yes,,I think our student feedback channels are adequate.,Excellent,Good,,,,,Agree,Strongly agree,Agree,Agree,Yes,No,,"I am satisfied with my student experience, don't think there are much that can be improved.",-,Good,Good,Excellent,Adequate,Good,Good,Good,,,,Good,Good,Excellent
3651,29221,13,en,270287SITU,Master course,EMGS - Global Studies - A European Perspective,,,,,,,ROSKILDE UNIVERSITY,UNIVERSITY OF LEIPZIG,,,,,,,Very inadequate,,Good,Excellent,Excellent,Excellent,,Good,Good,Adequate,,Adequate,Excellent,,Good,,Good,Good,,,,,,,,,,Very inadequate,Very inadequate,,Very inadequate,Very inadequate,,Good,Adequate,,Inadequate,Good,,,,,,,,Inadequate,Good,Good,Good,Adequate,Adequate,Good,Excellent,Good,Adequate,Adequate,Adequate,,,,,,,Excellent,Excellent,,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",I am not sure,I am not sure,I am not sure,Yes,I am not sure,,,Adequate,"Contact Konstanze Loeke, who is always really helpful.",,,,Good,Inadequate,Adequate,Good,,,Agree,Disagree,Agree,No answer,Yes,No,,"1. I wish I could have chosen my courses myself during my first year at Roskilde Uni.   2. It would maybe not be a bad idea to make it easier for students to change their mobility track after the first year (or even the first semester).  3. I think it should be made more clear that you are expected to work in groups at Roskilde Uni (I wasn't fully aware of this before I started my studies there, although this may very well be my own fault).",,Adequate,Adequate,Inadequate,Inadequate,No answer,Adequate,Inadequate,,,,Adequate,Adequate,No answer
2491,29221,13,en,280789CHHO,Master course,EMGS - Global Studies - A European Perspective,,,,,,,UNIVERSITY OF WROCLAW,UNIVERSITY OF LEIPZIG,,,,,,,Good,Good,Good,Adequate,Adequate,Excellent,,Good,Excellent,Excellent,Adequate,Excellent,Good,Excellent,Excellent,,Excellent,Excellent,,,,,,,,,,Excellent,Excellent,Good,Good,Good,Adequate,Excellent,Good,Excellent,Good,Excellent,Adequate,,,,,,,Excellent,Excellent,Good,Adequate,Adequate,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,,,,,,,Good,Good,,,Agree,Agree,Strongly agree,"Yes, all universities do",Yes,Somewhat,Somewhat,I am not sure,Somewhat,,,Strong,present it to the coordinator of a certain university,Yes,,,Good,Excellent,Excellent,Excellent,,,Agree,Strongly agree,Strongly agree,No answer,Yes,No,,,,Good,Good,Good,Adequate,No answer,Excellent,Good,,,,Good,Good,Adequate
1115,1980-01-01 00:00:00,13,en,090683CHGK,Master course,EMLE - European Master in Law and Economics,,,,,,,ERASMUS UNIVERSITY ROTTERDAM,GHENT UNIVERSITY,UNIVERSITY OF VIENNA,,,,,,Good,,Good,Good,Good,Good,,Good,Excellent,Good,,Good,,Good,Adequate,,Good,Adequate,Excellent,,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Adequate,Excellent,,Strongly agree,Strongly agree,Agree,"Some do, other do not",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,,,,,Good,Adequate,Adequate,Adequate,Excellent,Excellent,Agree,Agree,Strongly agree,Agree,Yes,Yes,,,,Good,Adequate,Adequate,Good,Inadequate,Adequate,Adequate,,,,Good,Good,Good
143,1980-01-01 00:00:00,13,en,09/09/81,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF BOLOGNA,GHENT UNIVERSITY,UNIVERSITY OF HAMBURG,,,,,,Inadequate,Very inadequate,Very inadequate,Excellent,Inadequate,Adequate,Very inadequate,Very inadequate,Inadequate,Good,Adequate,Adequate,Good,Good,Excellent,Adequate,Good,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Adequate,Excellent,Excellent,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Very inadequate,Excellent,Good,University of Bologna needs more organization and professionalism. Quite a disappointment!  University of Ghent was one of the finest academic experience in all my education career.,Agree,Agree,Agree,"Some do, other do not",Somewhat (weak or unclear systems),Somewhat,Somewhat,Yes,Yes,Somewhat,Yes,Very strong,,No,,,Adequate,Very inadequate,Excellent,Excellent,Excellent,Excellent,Agree,Agree,Strongly agree,Agree,Yes,Yes,,,,Good,Good,Good,Very inadequate,Good,Excellent,Excellent,Good,Excellent,Good,Excellent,Good,Excellent
2716,1980-01-01 00:00:00,13,en,30886,Master course,EMLE - European Master in Law and Economics,,,,,,,ERASMUS UNIVERSITY ROTTERDAM,GHENT UNIVERSITY,UNIVERSITY OF HAMBURG,,,,,,Adequate,Adequate,Adequate,Adequate,Adequate,Good,Adequate,Inadequate,Good,Inadequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Good,Good,Good,Good,Good,Good,Adequate,Good,Excellent,Excellent,Good,Good,Excellent,Good,Good,Good,Good,Good,Good,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Good,Good,Good,Excellent,Good,Good,Adequate,Good,Good,Good,Good,Adequate,Adequate,Excellent,Excellent,Excellent,Good,Good,Adequate,Good,Adequate,Good,,Strongly agree,Strongly agree,Strongly agree,"Some do, other do not",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,write to the coordinator of the programme in Hamburg,Yes,,,Good,Good,Good,Good,Good,Good,Agree,Agree,Agree,Neutral,Yes,No,,,,Good,Excellent,Excellent,Adequate,Good,Good,Excellent,Adequate,Good,Good,Excellent,Good,Adequate
3563,1980-01-01 00:00:00,13,en,010185PRIV,Master course,EMLE - European Master in Law and Economics,,,,,,,ERASMUS UNIVERSITY ROTTERDAM,GHENT UNIVERSITY,INDIRA GANDHI INSTITUTE OF DEVELOPMENT RESEARCH,,,,,,Adequate,,Inadequate,Adequate,Adequate,Adequate,,Adequate,Adequate,Inadequate,,,Adequate,Adequate,Good,,Adequate,Good,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,,Inadequate,Inadequate,Adequate,Adequate,Inadequate,Very inadequate,Inadequate,Inadequate,Adequate,Inadequate,Inadequate,Very inadequate,Inadequate,Inadequate,Adequate,Adequate,Inadequate,Very inadequate,Adequate,Inadequate,Inadequate,Good,Adequate,Inadequate,Adequate,Good,Good,Good,Very inadequate,Very inadequate,Very inadequate,Good,Inadequate,Adequate,Inadequate,Very inadequate,Very inadequate,Inadequate,Adequate,Adequate,Inadequate,,Disagree,Disagree,Strongly disagree,Somewhat (weak or unclear systems),Somewhat (weak or unclear systems),Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very Weak,,No,,,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Very inadequate,Disagree,Disagree,Strongly agree,Strongly disagree,No,No,,,,Very inadequate,Adequate,Inadequate,No answer,Adequate,Inadequate,Adequate,Very inadequate,Very inadequate,Very inadequate,Adequate,Adequate,No answer
599,1980-01-01 00:00:00,13,en,020288ANHO,Master course,EMLE - European Master in Law and Economics,,,,,,,ERASMUS UNIVERSITY ROTTERDAM,UNIVERSITY OF BOLOGNA,UNIVERSITY OF AIX-MARSEILLE III PAUL CÉZANNE,,,,,,Adequate,,,Good,,Good,,Good,Good,Adequate,,,Good,,,,Good,Good,Good,,,Good,,Good,,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,Agree,,Neutral,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Somewhat,Somewhat,Strong,,,,,,Good,,Good,,Good,Agree,Agree,Neutral,,No,No,,I would like more rigorous English language requirements.,,Good,Adequate,Good,No answer,Adequate,Adequate,Good,,,,Good,Adequate,Good
3572,1980-01-01 00:00:00,13,en,020389ruso,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF BOLOGNA,UNIVERSITY OF AIX-MARSEILLE III PAUL CÉZANNE,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Excellent,Excellent,,,Strongly agree,Strongly agree,Strongly agree,"Some do, other do not",Somewhat (weak or unclear systems),Yes,Yes,Yes,Yes,,,Strong,,No,,,Good,Excellent,Excellent,Excellent,,,Agree,Strongly agree,Neutral,Agree,Yes,No,,,,Good,Good,Good,Inadequate,Excellent,Good,Good,Good,Good,Good,Good,Good,Good
2778,1980-01-01 00:00:00,13,en,020485ALSC,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF HAMBURG,GHENT UNIVERSITY,UNIVERSITY OF HAMBURG,,,,,,Inadequate,,Adequate,Inadequate,Adequate,Adequate,,,Excellent,Excellent,Adequate,Adequate,Adequate,,Good,,Good,Inadequate,,,,,,,,,,Good,Adequate,Good,Inadequate,Adequate,Adequate,Good,Good,Good,Adequate,Good,Good,Good,Good,Good,Inadequate,Inadequate,Inadequate,Excellent,Good,Good,Adequate,Adequate,Excellent,Good,Excellent,Excellent,Good,Good,Excellent,,,,,,,Good,Excellent,Inadequate,,Agree,Agree,Neutral,I am not sure,I am not sure,Yes,Yes,Yes,Yes,Yes,Yes,Very Weak,,,,clearly adress students to those channels,Inadequate,Inadequate,Good,Good,Inadequate,Inadequate,Neutral,Agree,Strongly disagree,Strongly disagree,Yes,Yes,,,,Inadequate,Inadequate,Inadequate,No answer,Adequate,Inadequate,Inadequate,Inadequate,Adequate,Inadequate,Good,Adequate,Adequate
185,1980-01-01 00:00:00,13,en,020488ANSI,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF BOLOGNA,GHENT UNIVERSITY,ERASMUS UNIVERSITY ROTTERDAM,,,,,,Good,Excellent,,Excellent,,Good,,Good,Good,Excellent,Good,,Adequate,Good,Adequate,,Adequate,Adequate,Adequate,,Adequate,,Good,Adequate,,Adequate,Good,Good,Good,Good,Good,Good,,Excellent,Good,Good,Good,Excellent,,Good,Good,Good,Good,Excellent,,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,Strongly agree,Strongly agree,Agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,"Students can refer an issue to course coordinators either by email, phone or in person. Then the issue is passed to the consortium.",,,,Good,Good,Good,Good,Good,Adequate,Neutral,Agree,Agree,Neutral,Yes,Yes,For the benefit of current and future students it would probably be accommodation during their studies.,Finding an accommodation is a bit of a problem. I think universities could take somewhat more personal approach towards students in this regard.,,Excellent,Good,Good,No answer,Good,Excellent,Good,,,,Good,Good,No answer
1731,1980-01-01 00:00:00,13,en,020981RERO,Master course,EMLE - European Master in Law and Economics,,,,,,,UNIVERSITY OF BOLOGNA,UNIVERSITY OF HAMBURG,ERASMUS UNIVERSITY ROTTERDAM,,,,,,Inadequate,,Inadequate,Adequate,Adequate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adequate,Inadequate,Inadequate,Inadequate,Very inadequate,Inadequate,,,,,,,,,,,,,Inadequate,,,The University could help students to get accommodations; and It would be even better before the beginning of classes. The University could inform correctly the procedures to open a bank account - or arrange an agency with services in English. The program could also give opportunity for their students to interact with students of other programs and research groups on the University.,Agree,Agree,Strongly agree,,,,,,,,,,sending an email to the coordinator,,,none,,,,,,,Neutral,Neutral,,,No,No,,"Accommodations, interaction with students of other programs and tutoring.",,Adequate,No answer,No answer,No answer,No answer,No answer,No answer,,,,No answer,No answer,No answer
3640,1980-01-01 00:00:00,13,en,021092NAFA,Master course,EMLE - European Master in Law and Economics,,,,,,,ERASMUS UNIVERSITY ROTTERDAM,UNIVERSITY OF BOLOGNA,UNIVERSITY OF HAMBURG,,,,,,Inadequate,Good,Good,Excellent,Good,Excellent,Excellent,Excellent,Adequate,Inadequate,,,,,,,,,Excellent,Excellent,,,Excellent,,,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,,,,,,,,,,,,,Excellent,Excellent,Good,Good,Inadequate,Adequate,,,,,,,,,,,,,Good,,,The experience could be improved above all converning the accomodation. More communication is needed regarding accomodation and why not a website where erasmus mundus students can discuss this item,Strongly agree,Strongly agree,Strongly agree,I am not sure,Yes,Yes,Yes,,,,,Strong,By talking directly to the programme's coordinator we have been strongly advised to feel free to talk about any remark we have,Yes,Programme's coordinator seems very attentive to student's remarks,,Excellent,Excellent,,Excellent,,Excellent,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,,Accomodation Informations concerning Ph.D opportunities Support for the thesis,,Excellent,Excellent,Excellent,No answer,Excellent,Good,Good,,,,Excellent,Good,Adequate
